                          	0	 0.000000 %
                      abia	3	 0.000667 %
                  aminadab	1	 0.000222 %
                      azal	1	 0.000222 %
                     angle	1	 0.000222 %
                    acquit	1	 0.000222 %
                    averse	1	 0.000222 %
                    aphrah	1	 0.000222 %
                      aven	1	 0.000222 %
                      amos	3	 0.000667 %
                adulteries	2	 0.000445 %
                   accused	9	 0.002001 %
                  altereth	2	 0.000445 %
                  accounts	1	 0.000222 %
                appointeth	1	 0.000222 %
                astrologer	1	 0.000222 %
                  abednego	13	 0.002890 %
                    ankles	1	 0.000222 %
                    arches	9	 0.002001 %
                     agate	1	 0.000222 %
              adulteresses	2	 0.000445 %
                 alienated	6	 0.001334 %
                  aholibah	3	 0.000667 %
                    aholah	3	 0.000667 %
                    albeit	2	 0.000445 %
               appearances	1	 0.000222 %
                     amber	2	 0.000445 %
                 ashchenaz	1	 0.000222 %
                  ambushes	1	 0.000222 %
                     aware	4	 0.000889 %
                  armholes	2	 0.000445 %
                    abdeel	1	 0.000222 %
                   adorned	3	 0.000667 %
                      azur	2	 0.000445 %
                accustomed	1	 0.000222 %
                 abhorring	1	 0.000222 %
                  adorneth	1	 0.000222 %
                acceptance	1	 0.000222 %
               approaching	2	 0.000445 %
                acquainted	1	 0.000222 %
                 abolished	4	 0.000889 %
               astrologers	5	 0.001111 %
                       ash	1	 0.000222 %
                     anvil	1	 0.000222 %
                    arphad	2	 0.000445 %
                    asaphs	1	 0.000222 %
                   awaketh	2	 0.000445 %
                     ariel	1	 0.000222 %
                       act	4	 0.000889 %
                  ancients	5	 0.001111 %
                 arrogancy	2	 0.000445 %
                  assyrian	7	 0.001556 %
                 abhorrest	2	 0.000445 %
                        ah	10	 0.002223 %
                    apples	1	 0.000222 %
                 amminadib	1	 0.000222 %
                     amana	1	 0.000222 %
                assemblies	5	 0.001111 %
                    almond	2	 0.000445 %
                admonished	4	 0.000889 %
               acquainting	1	 0.000222 %
                 appeaseth	1	 0.000222 %
                ambassador	3	 0.000667 %
                 abounding	3	 0.000667 %
                    attire	3	 0.000667 %
                 adultress	1	 0.000222 %
                   awakest	1	 0.000222 %
                    astray	11	 0.002445 %
                    attain	6	 0.001334 %
                     afore	2	 0.000445 %
                     adder	2	 0.000445 %
                    aright	3	 0.000667 %
                adulterers	6	 0.001334 %
                       aha	9	 0.002001 %
                   abjects	1	 0.000222 %
                       awe	2	 0.000445 %
                 anointest	1	 0.000222 %
                 abhorreth	3	 0.000667 %
                     abase	4	 0.000889 %
                  appetite	4	 0.000889 %
                  arcturus	1	 0.000222 %
                 advantage	2	 0.000445 %
                   answers	2	 0.000445 %
                 accepteth	4	 0.000889 %
                 arguments	1	 0.000222 %
                affrighted	4	 0.000889 %
                   asswage	1	 0.000222 %
                      aged	5	 0.001111 %
                     awake	15	 0.003334 %
                 authority	27	 0.006002 %
                  aridatha	1	 0.000222 %
                    adalia	1	 0.000222 %
                   assault	1	 0.000222 %
                    attend	2	 0.000445 %
                  advanced	3	 0.000667 %
                   agagite	5	 0.001111 %
                   altered	1	 0.000222 %
                   admatha	1	 0.000222 %
                   abagtha	1	 0.000222 %
                 ahasuerus	18	 0.004001 %
                 aforetime	2	 0.000445 %
                    allied	1	 0.000222 %
                      amok	1	 0.000222 %
                      aija	1	 0.000222 %
                    ahasai	1	 0.000222 %
                   amashai	1	 0.000222 %
                   athaiah	1	 0.000222 %
                     azzur	1	 0.000222 %
                    anaiah	1	 0.000222 %
                     addon	1	 0.000222 %
                      arah	1	 0.000222 %
                ashdodites	1	 0.000222 %
                   ananiah	1	 0.000222 %
                   armoury	1	 0.000222 %
                   arabian	4	 0.000889 %
                 attentive	3	 0.000667 %
                    athlai	1	 0.000222 %
                     aziza	1	 0.000222 %
                  astonied	4	 0.000889 %
                     alter	1	 0.000222 %
                       ago	8	 0.001778 %
             apharsachites	2	 0.000445 %
                  asnapper	1	 0.000222 %
                archevites	1	 0.000222 %
                apharsites	1	 0.000222 %
           apharsathchites	1	 0.000222 %
                artaxerxes	9	 0.002001 %
                accusation	7	 0.001556 %
                     assur	1	 0.000222 %
                     addan	1	 0.000222 %
                       ami	1	 0.000222 %
                      ater	1	 0.000222 %
              accomplished	15	 0.003334 %
                     amend	2	 0.000445 %
                  affright	1	 0.000222 %
               ambushments	1	 0.000222 %
                    assent	1	 0.000222 %
                  affinity	2	 0.000445 %
                     adnah	1	 0.000222 %
                  arabians	5	 0.001111 %
              apothecaries	2	 0.000445 %
                  abelmaim	1	 0.000222 %
                ambushment	1	 0.000222 %
                   adoraim	1	 0.000222 %
                     algum	1	 0.000222 %
                    attent	1	 0.000222 %
                     amiss	3	 0.000667 %
                 amounting	1	 0.000222 %
                artificers	1	 0.000222 %
                     adlai	1	 0.000222 %
                 aaronites	1	 0.000222 %
                anetothite	1	 0.000222 %
                 ammizabad	1	 0.000222 %
                   affairs	5	 0.001111 %
                   asuppim	1	 0.000222 %
                  asarelah	1	 0.000222 %
                    aphses	1	 0.000222 %
                    abijah	9	 0.002001 %
                   azaziah	1	 0.000222 %
                   alamoth	1	 0.000222 %
                    asaiah	2	 0.000445 %
                advisement	1	 0.000222 %
                   azareel	2	 0.000445 %
                  aroerite	1	 0.000222 %
                     adina	1	 0.000222 %
                 arbathite	1	 0.000222 %
                 antothite	2	 0.000445 %
                   azrikam	4	 0.000889 %
                      azel	4	 0.000889 %
                  azmaveth	3	 0.000667 %
                      ader	1	 0.000222 %
                    ahihud	1	 0.000222 %
                     ahiah	1	 0.000222 %
                     ahoah	1	 0.000222 %
                    aharah	1	 0.000222 %
                      amal	1	 0.000222 %
                     aniam	1	 0.000222 %
                 aramitess	1	 0.000222 %
                      aher	1	 0.000222 %
                 ahishahar	1	 0.000222 %
                   alameth	1	 0.000222 %
                     abdon	2	 0.000445 %
                      anem	1	 0.000222 %
                  anathoth	8	 0.001778 %
                   alemeth	1	 0.000222 %
                   abishua	2	 0.000445 %
                      amzi	2	 0.000445 %
                      abdi	3	 0.000667 %
                     assir	1	 0.000222 %
                    amasai	1	 0.000222 %
                   amariah	8	 0.001778 %
                    azriel	3	 0.000667 %
                      azaz	1	 0.000222 %
                     allon	1	 0.000222 %
                     adiel	2	 0.000445 %
                     asiel	1	 0.000222 %
                    ashbea	1	 0.000222 %
                    ahumai	1	 0.000222 %
                     anani	1	 0.000222 %
                     akkub	4	 0.000889 %
                     arnan	1	 0.000222 %
                     achsa	1	 0.000222 %
                     attai	2	 0.000445 %
                     ahlai	1	 0.000222 %
                     ahban	1	 0.000222 %
                   abishur	1	 0.000222 %
                     ashur	1	 0.000222 %
                     ardon	1	 0.000222 %
                     aliah	1	 0.000222 %
                      aran	1	 0.000222 %
                    ahikam	14	 0.003112 %
                       apt	4	 0.000889 %
                   asahiah	2	 0.000445 %
                    achbor	3	 0.000667 %
                   azaliah	2	 0.000445 %
                    adaiah	6	 0.001334 %
                   armenia	2	 0.000445 %
                 assyrians	7	 0.001556 %
                      amoz	8	 0.001778 %
                     arpad	3	 0.000667 %
                 agreement	6	 0.001334 %
                     asaph	23	 0.005113 %
                       abi	1	 0.000222 %
                anammelech	1	 0.000222 %
               adrammelech	3	 0.000667 %
                    ashima	1	 0.000222 %
                       ava	1	 0.000222 %
                      ahaz	18	 0.004001 %
                     arieh	1	 0.000222 %
                   azariah	26	 0.005779 %
                   amittai	1	 0.000222 %
                   amaziah	14	 0.003112 %
              acquaintance	8	 0.001778 %
                   account	12	 0.002667 %
                     ahabs	1	 0.000222 %
                  athaliah	11	 0.002445 %
                   ahaziah	20	 0.004446 %
                      asss	3	 0.000667 %
                    azubah	2	 0.000445 %
                      amon	12	 0.002667 %
                   ariseth	8	 0.001778 %
                     aloud	6	 0.001334 %
                      ahab	40	 0.008891 %
                      arza	1	 0.000222 %
           abelbethmaachah	2	 0.000445 %
                       asa	22	 0.004890 %
                 abishalom	2	 0.000445 %
                    abijam	3	 0.000667 %
                ammonitess	4	 0.000889 %
                 ashtoreth	2	 0.000445 %
                    ahijah	14	 0.003112 %
                      apes	2	 0.000445 %
                 accounted	8	 0.001778 %
                    arabia	3	 0.000667 %
                     almug	2	 0.000445 %
                    ascent	2	 0.000445 %
                attendance	3	 0.000667 %
                afflictest	1	 0.000222 %
                 axletrees	1	 0.000222 %
                  addition	1	 0.000222 %
                 additions	2	 0.000445 %
                     aloth	1	 0.000222 %
                      abda	2	 0.000445 %
                  adoniram	2	 0.000445 %
                   abishag	4	 0.000889 %
                   araunah	4	 0.000889 %
                    advise	3	 0.000667 %
                  ammonite	5	 0.001111 %
                    arbite	1	 0.000222 %
                   ahasbai	1	 0.000222 %
                     ahiam	1	 0.000222 %
                   ahohite	2	 0.000445 %
                     adino	1	 0.000222 %
                    armoni	1	 0.000222 %
                    adoram	1	 0.000222 %
                     apace	2	 0.000445 %
                     amasa	6	 0.001334 %
                 abiathars	1	 0.000222 %
                   archite	3	 0.000667 %
                ahithophel	11	 0.002445 %
               appointment	3	 0.000667 %
                apparelled	2	 0.000445 %
                    amnons	2	 0.000445 %
                  absaloms	4	 0.000889 %
                approached	2	 0.000445 %
                    ammiel	4	 0.000889 %
                    ahilud	4	 0.000889 %
              accompanying	1	 0.000222 %
                      ahio	3	 0.000667 %
                 adversity	6	 0.001334 %
                      aiah	2	 0.000445 %
                    abital	1	 0.000222 %
                  adonijah	13	 0.002890 %
                   absalom	46	 0.010225 %
                     amnon	14	 0.003112 %
                     ammah	1	 0.000222 %
                    asahel	9	 0.002001 %
                 ashurites	2	 0.000445 %
                     abuse	3	 0.000667 %
                   archers	3	 0.000667 %
                    athach	1	 0.000222 %
                     agone	1	 0.000222 %
                 amalekite	3	 0.000667 %
                 answereth	8	 0.001778 %
                 assuredly	8	 0.001778 %
                 answerest	4	 0.000889 %
                   abishai	10	 0.002223 %
                  avenging	2	 0.000445 %
                   abigail	9	 0.002001 %
                  abiathar	17	 0.003779 %
                    ahitub	7	 0.001556 %
                 ahimelech	5	 0.001111 %
                    achish	9	 0.002001 %
                     arrow	10	 0.002223 %
                    adriel	2	 0.000445 %
                   avoided	1	 0.000222 %
                  ascribed	2	 0.000445 %
                     abner	32	 0.007113 %
                   ahimaaz	7	 0.001556 %
                   ahinoam	4	 0.000889 %
                   adjured	1	 0.000222 %
                      acre	1	 0.000222 %
              armourbearer	10	 0.002223 %
                    armour	15	 0.003334 %
                      axes	5	 0.001111 %
                    asking	4	 0.000889 %
               adversities	2	 0.000445 %
                    aphiah	1	 0.000222 %
                     abiel	3	 0.000667 %
                     abiah	2	 0.000445 %
                  abinadab	10	 0.002223 %
                   askelon	2	 0.000445 %
                   actions	1	 0.000222 %
                   athirst	4	 0.000889 %
                 afflicted	22	 0.004890 %
                    amazed	8	 0.001778 %
                     array	27	 0.006002 %
                    advice	2	 0.000445 %
                    abused	1	 0.000222 %
                 afternoon	1	 0.000222 %
                   apparel	20	 0.004446 %
                    awaked	4	 0.000889 %
                   abiding	5	 0.001111 %
                  ashkelon	6	 0.001334 %
                    askest	2	 0.000445 %
                     aided	1	 0.000222 %
               abelmeholah	3	 0.000667 %
                abiezrites	2	 0.000445 %
                      alas	12	 0.002667 %
                 abiezrite	1	 0.000222 %
                   abinoam	1	 0.000222 %
                      acts	11	 0.002445 %
                    asleep	10	 0.002223 %
                   aijalon	3	 0.000667 %
                     aphik	1	 0.000222 %
                     ahlab	1	 0.000222 %
                      arad	2	 0.000445 %
                     adami	1	 0.000222 %
                      abez	1	 0.000222 %
                      avim	1	 0.000222 %
                    arabah	2	 0.000445 %
               atarothadar	1	 0.000222 %
                   abiezer	4	 0.000889 %
              atarothaddar	1	 0.000222 %
                   ataroth	2	 0.000445 %
                     archi	1	 0.000222 %
                   aphekah	1	 0.000222 %
                      anim	1	 0.000222 %
                    achzib	4	 0.000889 %
                     ashan	2	 0.000445 %
                   adullam	7	 0.001556 %
                      azem	1	 0.000222 %
                    achsah	4	 0.000889 %
                      arba	1	 0.000222 %
                   adummim	2	 0.000445 %
                      adar	8	 0.001778 %
                     aphek	5	 0.001111 %
                    avites	1	 0.000222 %
               ashdothites	1	 0.000222 %
                     aroer	5	 0.001111 %
                    ashdod	12	 0.002667 %
                      anab	1	 0.000222 %
                  achshaph	1	 0.000222 %
                   avenged	14	 0.003112 %
                    ajalon	2	 0.000445 %
                    azekah	7	 0.001556 %
                 ashtaroth	7	 0.001556 %
               ambassadors	1	 0.000222 %
                    accord	10	 0.002223 %
                    ambush	3	 0.000667 %
                     achor	4	 0.000889 %
                        ai	22	 0.004890 %
                     achan	1	 0.000222 %
                  accursed	13	 0.002890 %
                    ascend	6	 0.001334 %
                   ancient	17	 0.003779 %
               acknowledge	10	 0.002223 %
                      asps	3	 0.000667 %
                     apple	5	 0.001111 %
                 assurance	7	 0.001556 %
                 adventure	2	 0.000445 %
                 abundance	54	 0.012003 %
              astonishment	18	 0.004001 %
                  avouched	1	 0.000222 %
                   avenger	6	 0.001334 %
                       axe	6	 0.001334 %
                     alike	7	 0.001556 %
                     alway	13	 0.002890 %
                     added	10	 0.002223 %
             ashdothpisgah	3	 0.000667 %
                     argob	4	 0.000889 %
                     azzah	3	 0.000667 %
                 ammonites	19	 0.004223 %
                   anakims	7	 0.001556 %
                  astaroth	1	 0.000222 %
                     azzan	1	 0.000222 %
                       ain	2	 0.000445 %
                     azmon	2	 0.000445 %
                  akrabbim	1	 0.000222 %
               abelshittim	1	 0.000222 %
                   augment	1	 0.000222 %
                   abideth	17	 0.003779 %
                    avenge	10	 0.002223 %
                    abarim	3	 0.000667 %
                   ardites	1	 0.000222 %
                ahiramites	1	 0.000222 %
                    ahiram	1	 0.000222 %
                ashbelites	1	 0.000222 %
                    ashbel	1	 0.000222 %
                asrielites	1	 0.000222 %
                    asriel	2	 0.000445 %
                  arelites	1	 0.000222 %
                  arodites	1	 0.000222 %
                    asshur	1	 0.000222 %
                 advertise	1	 0.000222 %
                    arrows	18	 0.004001 %
                      agag	5	 0.001111 %
                     aloes	3	 0.000667 %
                        ar	4	 0.000889 %
                     arnon	22	 0.004890 %
                  anything	2	 0.000445 %
               appertained	2	 0.000445 %
                 appertain	2	 0.000445 %
                    abiram	7	 0.001556 %
                      anak	6	 0.001334 %
                    ahiman	3	 0.000667 %
                     alarm	6	 0.001334 %
                  assemble	11	 0.002445 %
                appearance	24	 0.005335 %
                      amen	59	 0.013115 %
                     aside	46	 0.010225 %
                    apiece	5	 0.001111 %
                   abihail	2	 0.000445 %
                    altars	37	 0.008224 %
                     ahira	3	 0.000667 %
               ammishaddai	3	 0.000667 %
                   ahiezer	3	 0.000667 %
                    abidan	3	 0.000667 %
                 amminadab	6	 0.001334 %
                   ammihud	6	 0.001334 %
                   assured	3	 0.000667 %
                   ability	4	 0.000889 %
                 ancestors	1	 0.000222 %
                astonished	18	 0.004001 %
                      ague	1	 0.000222 %
                     abhor	10	 0.002223 %
                accomplish	10	 0.002223 %
                acceptable	13	 0.002890 %
                adulteress	4	 0.000889 %
                 adulterer	2	 0.000445 %
                  adultery	30	 0.006668 %
              abominations	68	 0.015115 %
                      aunt	1	 0.000222 %
                  approach	14	 0.003112 %
                   attired	1	 0.000222 %
                     apart	17	 0.003779 %
                 appeareth	7	 0.001556 %
                     angry	17	 0.003779 %
                abominable	16	 0.003557 %
              appertaineth	2	 0.000445 %
                   asunder	12	 0.002667 %
                answerable	1	 0.000222 %
                 assembled	15	 0.003334 %
                assembling	2	 0.000445 %
                   aholiab	1	 0.000222 %
                  abundant	9	 0.002001 %
                 ahisamach	2	 0.000445 %
                apothecary	3	 0.000667 %
                atonements	1	 0.000222 %
                 atonement	69	 0.015338 %
                 anointing	16	 0.003557 %
                  anointed	73	 0.016227 %
                    anoint	20	 0.004446 %
                    always	27	 0.006002 %
               adversaries	22	 0.004890 %
                 adversary	12	 0.002667 %
                      abib	4	 0.000889 %
                   appoint	27	 0.006002 %
                       aul	1	 0.000222 %
                       ass	41	 0.009114 %
                  ascended	11	 0.002445 %
                     alien	4	 0.000889 %
                    almost	2	 0.000445 %
                  although	9	 0.002001 %
                  assembly	31	 0.006891 %
                afterwards	8	 0.001778 %
                    aarons	14	 0.003112 %
                    armies	33	 0.007335 %
                     abihu	6	 0.001334 %
                     amram	4	 0.000889 %
                       arm	47	 0.010447 %
                  abhorred	9	 0.002001 %
                     aaron	130	 0.028897 %
                     along	24	 0.005335 %
                   already	17	 0.003779 %
               abelmizraim	1	 0.000222 %
                      atad	1	 0.000222 %
                      arms	17	 0.003779 %
                  assigned	2	 0.000445 %
                  attained	6	 0.001334 %
                  activity	1	 0.000222 %
                       ard	1	 0.000222 %
                     areli	2	 0.000445 %
                     arodi	1	 0.000222 %
                     anger	142	 0.031564 %
               abomination	53	 0.011781 %
                   almonds	6	 0.001334 %
                   anguish	13	 0.002890 %
                   asenath	3	 0.000667 %
                   arrayed	7	 0.001556 %
                    answer	79	 0.017560 %
                     awoke	3	 0.000667 %
                adullamite	2	 0.000445 %
                     asked	54	 0.012003 %
                     alvah	1	 0.000222 %
                     avith	2	 0.000445 %
                    amalek	12	 0.002667 %
                      adah	3	 0.000667 %
                      anah	7	 0.001556 %
                aholibamah	3	 0.000667 %
                     arbah	1	 0.000222 %
              allonbachuth	1	 0.000222 %
                       ask	53	 0.011781 %
                    accept	17	 0.003779 %
                   appease	1	 0.000222 %
                    asketh	4	 0.000889 %
                    absent	7	 0.001556 %
                       add	25	 0.005557 %
                     asher	18	 0.004001 %
                     abode	42	 0.009336 %
                 ascending	3	 0.000667 %
                    angels	54	 0.012003 %
                      army	53	 0.011781 %
                    adbeel	2	 0.000445 %
                  asshurim	1	 0.000222 %
                     angel	52	 0.011559 %
                     about	419	 0.093137 %
                  audience	6	 0.001334 %
                  answered	153	 0.034009 %
                      afar	32	 0.007113 %
                abimelechs	1	 0.000222 %
                    archer	1	 0.000222 %
                    aileth	5	 0.001111 %
                 abimelech	27	 0.006002 %
                     ammon	70	 0.015560 %
                     arose	49	 0.010892 %
                     arise	74	 0.016449 %
                     abide	43	 0.009558 %
                     ashes	26	 0.005779 %
                altogether	18	 0.004001 %
                 according	568	 0.126257 %
                  abrahams	9	 0.002001 %
                     among	580	 0.128924 %
                   abraham	111	 0.024673 %
                  almighty	36	 0.008002 %
                affliction	43	 0.009558 %
                       age	23	 0.005113 %
                   afflict	23	 0.005113 %
                      able	118	 0.026229 %
                     armed	19	 0.004223 %
                      aner	2	 0.000445 %
                  amraphel	1	 0.000222 %
                  amorites	55	 0.012226 %
                amalekites	13	 0.002890 %
                 ashteroth	1	 0.000222 %
                    arioch	3	 0.000667 %
                      away	606	 0.134703 %
                     asses	49	 0.010892 %
                  appeared	34	 0.007558 %
                     abram	10	 0.002223 %
                    abrams	2	 0.000445 %
                  arphaxad	4	 0.000889 %
                  anothers	2	 0.000445 %
                   abimael	2	 0.000445 %
                      aram	6	 0.001334 %
                     admah	5	 0.001111 %
                    abroad	52	 0.011559 %
                 afterward	29	 0.006446 %
                    arkite	2	 0.000445 %
                   amorite	13	 0.002890 %
                     accad	1	 0.000222 %
                     altar	275	 0.061128 %
                     again	348	 0.077354 %
                    ararat	2	 0.000445 %
                    abated	6	 0.001334 %
                  asswaged	1	 0.000222 %
                       are	1539	 0.342093 %
                     alive	63	 0.014004 %
                       ark	150	 0.033342 %
                   another	273	 0.060683 %
                 appointed	86	 0.019116 %
                 artificer	2	 0.000445 %
                       any	568	 0.126257 %
                        am	451	 0.100250 %
                   against	1154	 0.256515 %
                        at	866	 0.192497 %
                  accepted	24	 0.005335 %
                      abel	8	 0.001778 %
                       art	235	 0.052236 %
                    afraid	106	 0.023562 %
                   amongst	2	 0.000445 %
                    aprons	2	 0.000445 %
                        as	1870	 0.415669 %
                   ashamed	75	 0.016671 %
                      adam	10	 0.002223 %
                        an	962	 0.213836 %
                     alone	69	 0.015338 %
                   assyria	81	 0.018005 %
                         a	4268	 0.948704 %
                       all	3186	 0.708194 %
                       air	29	 0.006446 %
                abundantly	21	 0.004668 %
                      also	815	 0.181161 %
                     after	630	 0.140038 %
                    appear	37	 0.008224 %
                     above	130	 0.028897 %
                       and	25931	 5.764020 %
                          	0	 0.000000 %
                   bridles	1	 0.000222 %
              breastplates	1	 0.000222 %
                bottomless	6	 0.001334 %
                     balac	1	 0.000222 %
                     brute	1	 0.000222 %
                   biddeth	1	 0.000222 %
                     bosor	1	 0.000222 %
                 beguiling	1	 0.000222 %
                  busybody	1	 0.000222 %
               banquetings	1	 0.000222 %
                    bishop	1	 0.000222 %
                  bastards	1	 0.000222 %
                   builder	1	 0.000222 %
                  baptisms	1	 0.000222 %
                  brawlers	1	 0.000222 %
                   bellies	1	 0.000222 %
                 babblings	1	 0.000222 %
                 believers	1	 0.000222 %
                   brawler	1	 0.000222 %
                 behaviour	1	 0.000222 %
                   broided	1	 0.000222 %
                blasphemer	1	 0.000222 %
                busybodies	2	 0.000445 %
                    belief	1	 0.000222 %
                     bodys	1	 0.000222 %
                   bishops	1	 0.000222 %
                  bondmaid	1	 0.000222 %
                  beggarly	1	 0.000222 %
               backbitings	1	 0.000222 %
                burdensome	4	 0.000889 %
                      bold	5	 0.001111 %
             bountifulness	1	 0.000222 %
                  boasting	5	 0.001111 %
                    blamed	2	 0.000445 %
                 barbarian	3	 0.000667 %
                   beateth	1	 0.000222 %
                  buffeted	1	 0.000222 %
                   briefly	2	 0.000445 %
                   breaker	1	 0.000222 %
                  boasters	1	 0.000222 %
                   bernice	1	 0.000222 %
               blasphemers	2	 0.000445 %
                   babbler	1	 0.000222 %
                     berea	2	 0.000445 %
                     baser	1	 0.000222 %
                  bithynia	2	 0.000445 %
                  barsabas	1	 0.000222 %
               blaspheming	1	 0.000222 %
                  barjesus	1	 0.000222 %
                   blastus	1	 0.000222 %
                  barnabas	17	 0.003779 %
                 bewitched	2	 0.000445 %
                 betrayers	1	 0.000222 %
               blasphemous	2	 0.000445 %
                bishoprick	1	 0.000222 %
                 betrayeth	1	 0.000222 %
                 believing	6	 0.001334 %
                   blinded	4	 0.000889 %
               blasphemest	1	 0.000222 %
                      boat	4	 0.000889 %
                  bethesda	1	 0.000222 %
               bridegrooms	1	 0.000222 %
                 baptizeth	2	 0.000445 %
                 baptizing	2	 0.000445 %
                   behoved	1	 0.000222 %
                   broiled	1	 0.000222 %
             blasphemously	1	 0.000222 %
               benefactors	1	 0.000222 %
                    beggar	1	 0.000222 %
                     brood	1	 0.000222 %
                 beholdest	1	 0.000222 %
                    bodily	2	 0.000445 %
                  beckoned	3	 0.000667 %
                 believest	4	 0.000889 %
                    buffet	2	 0.000445 %
                   burying	1	 0.000222 %
                beforehand	3	 0.000667 %
                bartimaeus	1	 0.000222 %
                  bettered	1	 0.000222 %
                    bushel	2	 0.000445 %
               bartholomew	3	 0.000667 %
                 boanerges	1	 0.000222 %
                    begged	2	 0.000445 %
                  barabbas	7	 0.001556 %
                 buildings	3	 0.000667 %
                 barachias	1	 0.000222 %
                   bethany	3	 0.000667 %
                 bethphage	1	 0.000222 %
                   barjona	1	 0.000222 %
                  baptists	1	 0.000222 %
                    buyeth	2	 0.000445 %
                 bethsaida	5	 0.001111 %
                   baptist	7	 0.001556 %
                 beelzebub	4	 0.000889 %
                  betrayed	12	 0.002667 %
              bridechamber	3	 0.000667 %
                beseeching	2	 0.000445 %
                  baptized	36	 0.008002 %
                   baptize	4	 0.000889 %
                   baptism	13	 0.002890 %
                      booz	3	 0.000667 %
